#Item	Label	Description	Site on enwiki
Q1473221	Duchy of Samogitia		Duchy of Samogitia
Q1479952	Kadamba Dynasty		Kadamba dynasty
Q1483403	Principality of Dukagjini		Principality of Dukagjini
Q1483421	Principality of Yaroslavl		Principality of Yaroslavl
Q1483430	Principality of Kiev		Principality of Kiev
Q1483510	Principality of Wales	principality in the British Isles	Principality of Wales
Q1491202	Consistori del Gay Saber	poetic academy	Consistori del Gay Saber
Q1515009	Duchy of Greater Poland		Duchy of Greater Poland
Q1516449	Madonna of Chancellor Rolin		Madonna of Chancellor Rolin
Q1516907	Hours of Jeanne d'Evreux		Hours of Jeanne d'Evreux
Q1518432	Hermes and the Infant Dionysus		Hermes and the Infant Dionysus
Q1530762	Kingdom of Kandy		Kingdom of Kandy
Q1534482	Later Yan		Later Yan
Q1535573	Aix Annunciation	painting originally placed in the church of Saint-Sauveur, Aix-en-Provence, southern France	Aix Annunciation
Q1539066	Trojeručica		Trojeručica
Q1539360	Northern Liang		Northern Liang
Q1549367	Grand Inquisitor		Grand Inquisitor
Q1550130	Kingdom of Artsakh		Kingdom of Artsakh
Q1553211	Guennol Lioness		Guennol Lioness
Q1569622	Santa Trinita Maestà		Santa Trinita Maestà
Q1572529	Hanthawaddy Kingdom		Hanthawaddy Kingdom
Q1572984	Crucifix		Crucifix (Michelangelo)
Q1574107	Han Zhao		Han Zhao
Q1574130	Han	ancient Chinese state	Han (state)
Q1589163	Kingdom of Kotte		Kingdom of Kotte
Q1606977	Aule Metele		Aule Metele
Q1608116	Maestà		Maestà (Cimabue)
Q1617495	Kingdom of Jaén		Kingdom of Jaén
Q1622364	Bishopric of Hildesheim		Bishopric of Hildesheim
Q1627549	Papyrus 1		Papyrus 1
Q1629015	Holy Allegory		Holy Allegory
Q1629505	Kingdom of Bamum		Kingdom of Bamum
Q1635039	Tobias and the Angel	painting by Leonardo da Vinci und Andrea del Verrocchio	Tobias and the Angel (Verrocchio)
Q1635998	Tomb of Cardinal Rainaldo Brancacci		Tomb of Cardinal Rainaldo Brancacci
Q1636061	Zuccone		Zuccone
Q1636216	Portinari Altarpiece		Portinari Altarpiece
Q1638579	Abu Nidal Organization	Palestinian terrorist group	Abu Nidal Organization
Q1638622	Adoration of the Magi	early painting by Leonardo da Vinci	Adoration of the Magi (Leonardo)
Q1644002	Gyaaman		Gyaaman
Q1644772	La Parisienne		La Parisienne (fresco)
Q1649536	Boston Throne		Boston Throne
Q1655814	Iberia	Byzantine district (theme)	Iberia (theme)
Q1656775	Kingdom of Lithuania		Kingdom of Lithuania
Q1668970	Western Qin		Western Qin
Q1669643	Hours of Isabella Stuart		Hours of Isabella Stuart
Q1671114	Hours of Étienne Chevalier		Hours of Étienne Chevalier
Q1684762	Manchester Madonna		Manchester Madonna
Q1688151	Thomond		Thomond
Q1688452	Papyrus 11		Papyrus 11
Q1709337	Kingdom of Nekor		Kingdom of Nekor
Q1722117	Kriophoros		Kriophoros
Q1730130	Later Qin		Later Qin
Q1734616	Kartids		Kurt dynasty
Q1747569	Madonna in the Church	small oil panel	Madonna in the Church
Q1750739	San Cassiano Altarpiece		San Cassiano Altarpiece
Q1751408	San Giobbe Altarpiece	Altarpiece by Giovanni Bellini from the Church San Giobbe, now Gallerie dell'Accademia, Venice	San Giobbe Altarpiece
Q1752225	Lord Lieutenant of Ireland		Lord Lieutenant of Ireland
Q1759631	The Tribute Money		The Tribute Money (Masaccio)
Q1760473	Principality of Abkhazia	feudal entity in the 15th-16th centuries to 1864	Principality of Abkhazia
Q1760564	Portrait of a Young Man		Portrait of a Young Man (Botticelli, London)
Q1761496	Sant'Ambrogio Altarpiece		Sant'Ambrogio Altarpiece (Botticelli)
Q1762826	Contarini Madonna		Contarini Madonna
Q1770573	Noli me tangere Casket		Noli me tangere Casket
Q1789596	Croatia in personal union with Hungary		Croatia in the union with Hungary
Q1796098	Brera Madonna	painting by Piero della Francesca	Brera Madonna
Q1796196	Kingdom of the Algarve	kingdom in Southwestern Europe between 1242 and 1910	Kingdom of the Algarve
Q1796198	Kingdom of Córdoba		Kingdom of Córdoba
Q1813497	Wilton Diptych	painting by unknown artist	Wilton Diptych
Q1813999	Sanjak of Smederevo		Sanjak of Smederevo
Q1824743	Isaiah scroll		Isaiah scroll
Q1825382	Isenburg-Limburg		Isenburg-Limburg
Q1846056	Lord Chancellor of Ireland	the highest judicial office in Ireland until the establishment of the Irish Free State in 1922	Lord Chancellor of Ireland
Q1851182	Two Male Heads	painting by Jheronimus Bosch	Two Male Heads (Bosch)
Q1857813	The Glorification of the Virgin	painting by Geertgen tot Sint Jans	The Glorification of the Virgin
Q1892745	Salvator Mundi	Rediscovered Leonardo da Vinci painting	Salvator Mundi (Leonardo)
Q1893140	Missorium of Theodosius I		Missorium of Theodosius I
Q1893486	County of Jaffa and Ascalon		County of Jaffa and Ascalon
Q1905679	Memorial tablet for the lords of Montfoort		Memorial tablet for the lords of Montfoort
Q1913865	Arcadian League		Arcadian League
Q1917014	County of Sicily		County of Sicily
Q1918642	Master of the Embroidered Foliage		Master of the Embroidered Foliage
Q1920525	Mengujekids		Mengujekids
Q1922572	Tara Brooch	elaborate Celtic brooch of about 700 AD	Tara Brooch
Q1945565	County of Zeeland		County of Zeeland
Q1949209	Taifa of Lorca		Taifa of Lorca
Q1956199	Lordship of Berat		Lordship of Berat
Q1957130	Papyrus 12		Papyrus 12
Q1959777	Belles Heures of Jean de France, Duc de Berry		Belles Heures of Jean de France, Duc de Berry
Q1968201	Simeis 147		Simeis 147
Q1969852	Isabella Breviary	15th century illuminated manuscript	Isabella Breviary
Q1988057	Portrait Diptych of Dürer's Parents	collective name for two small late-15th century portrait panels	Portrait Diptych of Dürer's Parents
Q1990528	Alids of Tabaristan, Daylam and Gilan		Alid dynasties of northern Iran
Q2002838	Esquiline Venus		Esquiline Venus
Q2003273	Papyrus 2		Papyrus 2
Q2003293	Papyrus Oxyrhynchus 208 + 1781		Papyrus Oxyrhynchus 208 + 1781
Q2006864	Northern Yan		Northern Yan
Q2016193	Ognissanti Madonna	painting by Giotto di Bondone	Ognissanti Madonna
Q2018662	Western Ganga Dynasty		Western Ganga dynasty
Q2027176	Berestia		Berestia
Q2029317	Samtskhe-Saatabago		Samtskhe-Saatabago
Q2031186	Saltukids		Saltukids
Q2041132	Saint-Sever Beatus		Saint-Sever Beatus
Q2049619	Gemma Claudia		Gemma Claudia
Q2051077	Papyrus 7		Papyrus 7
Q2051090	Papyrus 9		Papyrus 9
Q2053449	Second Lord of the Treasury		Second Lord of the Treasury
Q2060041	Inalids		Inalids
Q2060657	Singhasari		Singhasari
Q2062829	Domini di Terraferma		Domini di Terraferma
Q2066562	House of Gundulić		Gondola (family)
Q2066739	San Zeno Altarpiece	triptych by painter Andrea Mantegna	San Zeno Altarpiece (Mantegna)
Q2067184	Bulgarian Empire		Bulgarian Empire
Q2067866	Black Hours, Morgan Library		Black Hours, Morgan Library
Q2072801	Portrait of a Young Fiancée	portrait attributed to Leonardo da Vinci	Portrait of a Young Fiancée
Q2077648	Sultanate of Cirebon		Sultanate of Cirebon
Q2077765	Taifa of Santa Maria do Algarve		Taifa of Santa Maria do Algarve
Q2078173	Madonna of the Stairs		Madonna of the Stairs
Q2078249	Britannic Empire		Britannic Empire
Q2086556	Kakatiya dynasty		Kakatiya dynasty
Q2086608	Western Satraps		Western Satraps
Q2091114	Allegory of Gluttony and Lust		Allegory of Gluttony and Lust
Q2096678	Isfendiyarids		Isfendiyarids
Q2109946	Principality of Galilee		Principality of Galilee
Q2122988	Zamorin of Calicut		Zamorin of Calicut
Q2132267	Rasulid dynasty		Rasulid dynasty
Q2155289	The Conjurer		The Conjurer (painting)
Q2157202	The Just Judges		The Just Judges
Q2159585	Fief of Purmerend, Purmerland and Ilpendam		Fief of Purmerend, Purmerland and Ilpendam
Q2162698	History of the Lands of the Bohemian Crown		Duchy of Bohemia
Q2183293	Duchy of Belz		Duchy of Belz
Q2195552	Hours of Catherine of Cleves		Hours of Catherine of Cleves
Q2203011	Death and the Miser		Death and the Miser
Q2214985	Northern Liao		Northern Liao
Q2227570	Duchy of Württemberg		Duchy of Württemberg
Q2247307	Madonna della Misericordia	miseri cordia	Madonna della Misericordia (Piero della Francesca)
Q2249203	Cathach of St. Columba		Cathach of St. Columba
Q2250546	Taifa of Tavira		Taifa of Tavira
Q2261321	Ramadanids		Ramadanids
Q2265370	The Battle of San Romano		The Battle of San Romano
Q2268013	Madonna and Child and Two Angels		Madonna and Child and Two Angels (Botticelli)
Q2268688	Punishment of the Rebels		Punishment of the Rebels
Q2268725	The Trials of Moses		The Trials of Moses (Botticelli)
Q2268869	Principality of Khachen		Principality of Khachen
Q2269291	Madonna of the Pomegranate		Madonna of the Pomegranate
Q2269585	Madonna of the Book	painting by Sandro Botticelli	Madonna of the Book
Q2270768	Cutting the Stone		Cutting the Stone
Q2272723	Portrait of Giuliano de' Medici	portrait by Sandro Botticelli in the Gemäldegalerie, Berlin	Portrait of Giuliano de' Medici (Botticelli, Berlin)
Q2278605	Salm-Kyrburg		Salm-Kyrburg
Q2280603	Head of a Faun		Head of a Faun
Q2281221	Principality of Orange		Principality of Orange
Q2293953	Venus and Mars	painting by the Italian artist Sandro Botticelli	Mars and Venus (Botticelli)
Q2294218	Burid dynasty		Burid dynasty
Q2294371	Apollo of Veii		Apollo of Veii
Q2296912	Polyptych of Perugia		Polyptych of Perugia
Q2297073	Giudicato of Cagliari		Giudicato of Cagliari
Q2301372	Kingdom of Toledo		Kingdom of Toledo
Q2303840	St. Sebastian		St. Sebastian (Botticelli)
Q2313006	Battle of the Centaurs		Battle of the Centaurs (Michelangelo)
Q2314907	Later Zhao		Later Zhao
Q2314963	Kingdom of Cusco		Kingdom of Cusco
Q2326860	The Feast of Herod		The Feast of Herod (Donatello)
Q2327139	Taifa of Guadix and Baza		Taifa of Guadix and Baza
Q2327759	The Torment of Saint Anthony		The Torment of Saint Anthony (Michelangelo)
Q2328476	Taifa of Segura		Taifa of Segura
Q2331954	Despotate of Arta		Despotate of Arta
Q2338187	Fourth Chinese domination of Vietnam		Fourth Chinese domination of Vietnam
Q2338404	Portrait of a Musician	painting attributed to Leonardo da Vinci	Portrait of a Musician
Q2348017	San Damiano cross	Romanesque painted cross	San Damiano cross
Q2350980	Santa Lucia de' Magnoli Altarpiece		Santa Lucia de' Magnoli Altarpiece
Q2354236	Angel	marble statue by Michelangelo	Angel (Michelangelo)
Q2359134	Hours of John the Fearless		Hours of John the Fearless
Q2359146	Hours of Lorenzo de' Medici		Hours of Lorenzo de' Medici
Q2360973	Duchy of Carniola		Duchy of Carniola
Q2361927	Duchy of Masovia		Duchy of Masovia
Q2365048	Adal Sultanate		Adal Sultanate
Q2376881	Annunciation of Cortona		Annunciation of Cortona
Q2378567	Annunciation	panel-painting altarpiece or retable by Fra Angelico	Annunciation (Fra Angelico, Madrid)
Q2388965	Self-Portrait	the second of Albrecht Dürer's three painted self-portraits	Self-Portrait (Dürer, Madrid)
Q2390211	Crucifixion with a Donor		Crucifixion with a Donor (Bosch)
Q2390224	The Crucifixion of St Julia		The Crucifixion of St Julia
Q2392901	Portrait of a Man		Portrait of a Man (Self Portrait?)
Q2393278	Republic of Cospaia		Republic of Cospaia
Q2398434	Taifa of Murviedro and Sagunto		Taifa of Murviedro and Sagunto
Q2400652	The Wayfarer	Painting by Hieronymus Bosch	The Wayfarer
Q2401235	The Allegory of Good and Bad Government		The Allegory of Good and Bad Government
Q2405395	Adoration of the Magi	painting by the Italian Renaissance painter Andrea Mantegna	Adoration of the Magi (Mantegna)
Q2408910	A Goldsmith in His Shop, Possibly Saint Eligius		A Goldsmith in His Shop, Possibly Saint Eligius
Q2409245	Portrait of a Young Girl		Portrait of a Young Girl (Christus)
Q2410637	Hamidids	14th century Anatolian beylik	Hamidids
Q2413789	Triumph of the Virtues		Triumph of the Virtues (Mantegna)
Q2415003	Kingdom of Serbia	Medieval kingdom in Eastern Europe	Kingdom of Serbia (medieval)
Q2415504	David	bronze statue by Andrea del Verrocchio	David (Verrocchio)
Q2416277	Holy Trinity	painting by Sandro Botticelli	Holy Trinity (Botticelli)
Q2418609	St. Proclus		St. Proclus (Michelangelo)
Q2426058	Pallas and the Centaur		Pallas and the Centaur
Q2428778	Portrait of the Artist Holding a Thistle	self-portrait by Albrecht Dürer in the Louvre	Portrait of the Artist Holding a Thistle
Q2429976	St. Petronius		St. Petronius (Michelangelo)
Q2436604	Taifa of Mértola		Taifa of Mértola
Q2439462	Portrait of a Lady	painting by Rogier van der Weyden	Portrait of a Lady (van der Weyden)
Q2443334	Ilyas Khoja	Mongol Khan	Ilyas Khoja
Q2446971	St John Altarpiece	triptych by Hans Memling	St John Altarpiece (Memling)
Q2446983	Scenes from the Passion of Christ		Scenes from the Passion of Christ
Q2453980	St. John the Baptist in the Wilderness		St. John the Baptist in the Wilderness
Q2454379	Principality of Arbër		Principality of Arbanon
Q2456191	Seisyllwg		Seisyllwg
Q2457026	The Death of Procris		The Death of Procris
Q2458532	Terra Mariana		Terra Mariana
Q2463081	Taifa of Constantina and Hornachuelos		Taifa of Constantina and Hornachuelos
Q2471531	The Virgin and Child with St Anne and St John the Baptist	cartoon by Leonardo da Vinci	The Virgin and Child with St Anne and St John the Baptist
Q2477776	Kimek Khanate		Kimek Khanate
Q2478403	Portrait of a Princess	painting by Pisanello	Portrait of a princess (Pisanello)
Q2478615	Taifa of Jerez		Taifa of Jerez
Q2480921	Virgin and Child with Canon van der Paele	painting by Jan van Eyck	Virgin and Child with Canon van der Paele
Q2489939	The Adoration of the Magi	painting by Hieronymus Bosch	Adoration of the Magi (Bosch, New York)
Q2500952	Ava Kingdom		Ava Kingdom
Q2501055	Beylik of Dilmaç		Beylik of Dilmaç
Q2512728	The Temptation of St Anthony		The Temptation of St Anthony (Bosch painting)
Q2522604	Taifa of Tejada		Taifa of Tejada
Q2529591	Deposition of Christ		Deposition of Christ (Fra Angelico)
Q2530287	Vogtei Rheintal		Vogtei Rheintal
Q2548724	Taifa of Jaén		Taifa of Jaén
Q2551625	Madonna of the Magnificat		Madonna of the Magnificat
Q2564694	Powys Fadog		Powys Fadog
Q2572901	Kalabhra		Kalabhras dynasty
Q2576537	Wadwicz coat of arms		Wadwicz coat of arms
Q2580032	Taifa of Almería		Taifa of Almería
Q2584518	Diana of Versailles		Diana of Versailles
Q2589776	Melun Diptych	two panel oil painting by the French court painter Jean Fouquet	Melun Diptych
Q2599441	Shashanka		Shashanka
Q2604155	Lamentation of Christ	painting by Rogier van der Weyden	Lamentation of Christ (van der Weyden)
Q2616920	Bedford Hours		Bedford Hours
Q2619632	Hoogheemraadschap van Rijnland		Hoogheemraadschap van Rijnland
Q2620028	Delivery of the Keys		Delivery of the Keys (Perugino)
Q2620506	Vojinović noble family		Vojinović noble family
Q2623789	Portrait of Giovanna Tornabuoni	Portrait by Domenico Ghirlandaio	Portrait of Giovanna Tornabuoni
Q2623875	Later Trần dynasty		Later Trần dynasty
Q2628587	St. Ursula Shrine	reliquary with oil on panel inserts by Hans Memling	St. Ursula Shrine
Q2628858	Papal Navy		Papal Navy
Q2629137	Free Imperial City of Aachen		Free Imperial City of Aachen
Q2631987	Attorney General for England and Wales		Attorney General for England and Wales
Q2632688	The Baptism of Christ	painting by Piero della Francesca	The Baptism of Christ (Piero della Francesca)
Q2633689	Portrait of Simonetta Vespucci	painting by Piero di Cosimo	Portrait of Simonetta Vespucci (Piero di Cosimo)
Q2635667	Cross of Saint Euphrosyne		Cross of Saint Euphrosyne
Q2638992	Petites Heures of Jean de France, Duc de Berry		Petites Heures of Jean de France, Duc de Berry
Q2642912	Jagoldai		Jagoldai
Q2643374	Taifa of Santarém		Taifa of Santarém
Q2644827	Conservative Party of Armenia	political party in Armenia	Conservative Party of Armenia
Q2656845	Chełm Land		Chełm Land
Q2657134	Kingdom of Albania	1272-1368 monarchy in Europe, predecessor of modern Albania	Kingdom of Albania (medieval)
Q2661668	Chobanids		Chobanids (beylik)
Q2663959	Ares Borghese		Ares Borghese
Q2665520	Lordship of Prilep		Lordship of Prilep
Q2666791	Taifa of Morón		Taifa of Morón
Q2667065	Marathon Boy		Marathon Boy
Q2670639	Powys Wenwynwyn		Powys Wenwynwyn
Q2670751	History of the state in Moravia		Margraviate of Moravia
Q2714237	Cestello Annunciation	tempera painting by the Italian Renaissance master Sandro Botticelli	Cestello Annunciation (Botticelli)
Q2715353	St. Jerome in His Study	painting by Antonello da Messina	St. Jerome in His Study (Antonello da Messina)
Q2717478	Madonna della Loggia		Madonna della Loggia (Botticelli)
Q2733729	Christ Crowned with Thorns		Christ Crowned with Thorns (Bosch, London)
Q2734881	Annunciation	oil painting by Jan van Eyck	Annunciation (van Eyck, Washington)
Q2735676	Apparition of the Virgin to St Bernard	painting by Filippino Lippi in the Badia Fiorentina, a church in Florence	Apparition of the Virgin to St Bernard (Filippino Lippi)
Q2737921	Grey League		Grey League
Q2738954	Duchy of Sora		Duchy of Sora
Q2739533	League of God's House		League of God's House
Q2741541	Monforte Altarpiece		Monforte Altarpiece
Q2755121	Portrait of Sigismondo Pandolfo Malatesta		Portrait of Sigismondo Pandolfo Malatesta
Q2755131	The History of the True Cross	sequence of frescoes painted by Piero della Francesca in the Basilica of San Francesco in Arezzo	The History of the True Cross
Q2805778	Man of Sorrows		Man of Sorrows (Geertgen tot Sint Jans)
Q2827841	Suger's Eagle		Suger's Eagle
Q2829270	Duchy of Spoleto		Duchy of Spoleto
Q2844476	The Last Judgment	triptych by Hieronymus Bosch and his workshop	The Last Judgment (Bosch triptych, Bruges)
Q2858460	Apollo of Piombino		Apollo of Piombino
Q2872369	Altar frontal from Tavèrnoles	Romanesque painting	Altar frontal from Tavèrnoles
Q2884282	Saint Paul	painting by Masaccio	Saint Paul (Masaccio)
Q2919465	Captaincy General of Santo Domingo	Spanish 1493-1821 possession in the Caribbean	Captaincy General of Santo Domingo
Q2925876	Fuller Brooch		Fuller Brooch
Q2927312	Belleville Breviary		Belleville Breviary
Q2935419	Campagne and Maritime Province		Campagne and Maritime Province
Q2948400	Irish House of Commons	lower house of the irish parliament (until 1800)	Irish House of Commons
Q2980623	Kingdom of Bosnia	medieval kingdom that evolved from the Banate of Bosnia	Kingdom of Bosnia
Q2984746	Battle of the Nudes	line engraving by Antonio Pollaiolo	Battle of the Nudes (engraving)
Q2985561	St Cuthbert Gospel		St Cuthbert Gospel
Q2991244	County of Görz		County of Gorizia
Q2991299	County of Lecce		County of Lecce
Q2991415	Lordship of Salona		Lordship of Salona
Q2991474	County of Württemberg		County of Württemberg
Q2993019	Venus of Arles		Venus of Arles
Q3000066	Lycurgus Cup		Lycurgus Cup
Q3000380	March of Carniola		March of Carniola
Q3001082	Southern Court		Southern Court
Q3003587	Cross of the Angels		Cross of the Angels
Q3007715	Extermination of Evil		Extermination of Evil
Q3007760	Hell Scroll		Hell Scroll (Nara National Museum)
Q3009677	Last Supper	fresco by Andrea del Castagno in the Rectory of Santa Apollonia	Last Supper (del Castagno)
Q3025377	Altar frontal from Avià	Romanesque painting	Altar frontal from Avià
Q3025380	Altar frontal from La Seu d'Urgell or of The Apostles	Romanesque painting	Altar frontal from La Seu d'Urgell or of The Apostles
Q3026255	Diana of Gabii		Diana of Gabii
Q3028443	Dinos of the Gorgon Painter		Dinos of the Gorgon Painter
Q3032694	Taifa of Purchena		Taifa of Purchena
Q3039856	The Magdalen Reading		The Magdalen Reading
Q3053269	Byzantine Empire under the Angelos dynasty		Byzantine Empire under the Angelos dynasty
Q3053271	Byzantine Empire under the Komnenos dynasty		Byzantine Empire under the Komnenos dynasty
Q3053276	Byzantine Empire under the Palaiologos dynasty		Byzantine Empire under the Palaiologos dynasty
Q3065237	Madonna of Humility		Madonna of Humility (Fra Angelico)
Q3071934	The Consecration of Saint Augustine		Saint Augustine Altarpiece (Huguet)
Q3087790	Mōko Shūrai Ekotoba		Mōko Shūrai Ekotoba
Q3111454	Tran dynasty		Trần dynasty
Q3111703	Batlló Majesty		Batlló Majesty
Q3131044	Genji Monogatari Emaki		Genji Monogatari Emaki
Q3136106	The Werl Triptych		The Werl Triptych
Q3136549	Histoire ancienne jusqu'à César		Histoire ancienne jusqu'à César
Q3136869	Kingdom of Dambadeniya		Kingdom of Dambadeniya
Q3137677	Viscountcy of Béarn		Viscounty of Béarn
Q3177715	Pagaruyung Kingdom		Pagaruyung Kingdom
Q3201479	Adoration of the Magi	painting by the Italian Renaissance master Domenico Ghirlandaio	Adoration of the Magi (Ospedale degli Innocenti)
Q3201480	Adoration of the Magi	painting by the Italian Renaissance painter Pietro Perugino	Adoration of the Magi (Perugino)
Q3201606	Agony in the Garden		Agony in the Garden (Perugino)
Q3202077	Annunciation of Fano		Annunciation of Fano
Q3202078	Annunciation of San Giovanni Valdarno		Annunciation of San Giovanni Valdarno
Q3207678	Lamentation over the Dead Christ		Lamentation over the Dead Christ (Perugino)
Q3208044	Last Supper	fresco by Pietro Perugino	Last Supper (Perugino)
Q3208203	Last Communion of St Jerome		Last Communion of St Jerome (Botticelli)
Q3210263	Madonna of Laroque		Madonna of Laroque
Q3210266	Virgin and Child with an Angel		Virgin and Child with an Angel (Botticelli)
Q3212033	Presentation at the Temple	painting by Andrea Mantegna	Presentation at the Temple (Mantegna)
Q3212610	San Francesco al Prato Resurrection		San Francesco al Prato Resurrection
Q3213773	Madonna in Glory with Seraphim		Madonna in Glory with Seraphim (Botticelli)
Q3213777	Madonna of the Dry Tree	painting by Petrus Christus	Madonna of the Dry Tree
Q3213780	Madonna and Child		Madonna and Child (Botticelli, Avignon)
Q3213785	Virgin and Child with the Infant St. John the Baptist		Virgin and Child with the Infant St. John the Baptist (Botticelli)
Q3213789	Madonna with Child Enthroned between Saints John the Baptist and Sebastian		Madonna with Child Enthroned between Saints John the Baptist and Sebastian
Q3213801	Madonna of the Rose Garden	tempera on panel painting (124x64 cm) made by Sandro Botticelli, dated between 1469 and 1470, and preserved in the Uffizi Gallery in Florence	Madonna of the Rose Garden (Botticelli)
Q3220286	Baptism of Christ	Fresco of Perugino	Baptism of Christ (Perugino)
Q3221348	Christ as the Suffering Redeemer		Christ as the Suffering Redeemer (Mantegna)
Q3223807	The Last Judgment		The Last Judgment (Fra Angelico, Florence)
Q3224317	Mystic Marriage of St. Francis		Mystic Marriage of St. Francis (Sassetta)
Q3225258	Parnassus (Mantegna)		Parnassus (Mantegna)
Q3228268	Moses Leaving to Egypt		Moses Leaving to Egypt (Perugino)
Q3240467	League of the Ten Jurisdictions		League of the Ten Jurisdictions
Q3243495	Nowshera Virkan Tehsil		Nowshera Virkan
Q3250992	Harmodius and Aristogeiton	Classical Greek sculpture	Harmodius and Aristogeiton (sculpture)
Q3275776	Penitent Magdalene		Penitent Magdalene (Donatello)
Q3276176	Medici Madonna		Medici Madonna (van der Weyden)
Q3276413	Maestà		Maestà (Simone Martini)
Q3281269	North Sea Empire		North Sea Empire
Q3304387	Apse of Sant Climent de Taüll		Apse of Sant Climent de Taüll
Q3331869	Anatolia Eyalet	Ottoman province	Anatolia Eyalet
Q3332564	Virgin Annunciate		Virgin Annunciate (Antonello da Messina, Palermo)
Q3360743	Madonna with Child and Saints		Madonna with Child and Saints (Filippino Lippi)
Q3361505	Athena of Velletri		Athena of Velletri
Q3390834	Brescia Casket		Brescia Casket
Q3395790	San Pietro Polyptych		San Pietro Polyptych
Q3399399	Portrait of a Man		Portrait of a Man (Mantegna)
Q3399413	Portrait of Baudouin de Lannoy		Portrait of Baudouin de Lannoy
Q3399428	Portrait of Francesco d'Este		Portrait of Francesco d'Este
Q3399452	Portrait of Margaret van Eyck	painting by Jan van Eyck	Portrait of Margaret van Eyck
Q3399457	Portrait of Paquius Proculo		Portrait of Paquius Proculo
Q3399462	Diptych of Philip de Croÿ with The Virgin and Child		Diptych of Philip de Croÿ with The Virgin and Child
Q3399498	Portrait of Cardinal Niccolò Albergati		Portrait of Cardinal Niccolò Albergati
Q3403551	Principality of Halych		Principality of Halych
Q3420048	Torwa dynasty		Torwa dynasty
Q3428040	Trivulzio Madonna		Trivulzio Madonna
Q3428043	Fano Altarpiece		Fano Altarpiece
Q3428061	Decemviri Altarpiece		Decemviri Altarpiece
Q3443333	Shigisan-engi		Shigisan-engi
Q3443334	Murasaki Shikibu nikki emaki	mid-13th century emaki, a Japanese picture scroll, inspired by the diary of Murasaki Shikibu	Murasaki Shikibu Diary Emaki
Q3446205	Myinsaing Kingdom		Myinsaing Kingdom
Q3446213	Pinya Kingdom		Pinya Kingdom
Q3446223	Sagaing Kingdom		Sagaing Kingdom
Q3463922	Saint Jerome in His Study		Saint Jerome in His Study (Ghirlandaio)
Q3464466	Saint Barbara	drawing by Jan van Eyck	Saint Barbara (van Eyck)
Q3485647	Six Persimmons	painting by Muqi Fachang	Six Persimmons
Q3501412	Stele of Avile Tite		Stele of Avile Tite
Q3531531			Adoration of the Magi (Fra Angelico and Filippo Lippi)
Q3535839	Sangama Dynasty		Sangama dynasty
Q3539569	Donne Triptych	Triptych by  Hans Memling in the National Gallery	Donne Triptych
Q3539575	Stefaneschi Triptych		Stefaneschi Triptych
Q3539581	Annunciation Triptych		Annunciation Triptych (Lorenzo Monaco)
Q3539582	San Pietro Martire Triptych		San Pietro Martire Triptych
Q3550182	Union of Latin American Parties		Union of Latin American Parties
Q3553389	Portrait of a Man with a Blue Chaperon	painting by Jan van Eyck	Portrait of a Man with a Blue Chaperon
Q3557878	Life of Saint Denis		Life of Saint Denis (Bibliothèque Nationale, MS fr. 2090–2092)
Q3574205	Psalterium		Psalterium (instrument)
Q3605532	Adoration of the Magi	painting by Filippino Lippi in the Uffizi	Adoration of the Magi (Filippino Lippi)
Q3605536	Adoration of the Magi	tempera on panel painting by the Italian late Gothic artist Lorenzo Monaco	Adoration of the Magi (Lorenzo Monaco)
Q3605543	Adoration of the Magi	Gothic painting by Stefano da Verona	Adoration of the Magi (Stefano da Verona)
Q3605556	Adoration of the Shepherds		Adoration of the Shepherds (Mantegna)
Q3605567	Adoration of the Child		Adoration of the Child (Gentile da Fabriano)
Q3618171	Annunciation		Annunciation (Ambrogio Lorenzetti)
Q3618172	Annunciation		Annunciation (da Messina)
Q3618191	Annunciation	painting by Filippo Lippi	Annunciation (Lippi, Rome)
Q3618193	Martelli Annunciation		Martelli Annunciation
Q3618194	Annunciation		Annunciation (Lippi, Munich)
Q3618592	Catholic diocese of Lund		Catholic diocese of Lund
Q3620835	Apparition of Christ to the Virgin	oil painting by Filippino Lippi in the Alte Pinakothek, Munich	Apparition of Christ to the Virgin
Q3622095	Duchy of Philippopolis		Duchy of Philippopolis
Q3623202	District of Branković		District of Branković
Q3624335	Duchy of Austria		Duchy of Austria
Q3636743	Baptism of Christ		Baptism of Christ (Cima da Conegliano)
Q3638323	Bentheim-Bentheim	former County of southeastern Lower Saxony, Germany	Bentheim-Bentheim
Q3638325	Bentheim-Lingen		Bentheim-Lingen
Q3649209	Our Lady of the Don		Our Lady of the Don
Q3649296	The Hunt in the Forest		The Hunt in the Forest
Q3651619	Gonzaga Cameo		Gonzaga Cameo
Q3655528	Canons Regular of San Giorgio in Alga		Canons Regular of San Giorgio in Alga
Q3656404	Despotate of Angelokastron and Lepanto		Despotate of Angelokastron and Lepanto
Q3658415	Dejanović noble family		Dejanović noble family
Q3677599	The Circumcision		The Circumcision (Signorelli)
Q3685122	Lamentation of Christ	painting by Albrecht Dürer, Nuremberg	Lamentation of Christ (Dürer, Nuremberg)
Q3687198	Delivery of the Franciscan Rule		Delivery of the Franciscan Rule
Q3688354	Loritello		Loritello
Q3688417	County of Modica		County of Modica
Q3688593	County of Santa Fiora		County of Santa Fiora
Q3695793	Mishar Yurt		Mishar Yurt
